"","control","treatment","variance","levels","groups","sampled_numbers","repeats","diff","label"
"7163",2.94964028776978,2.78040540540541,1.79777866963412,5,2,574,100,0.169234882364379,"rand"
"7164",3.07553956834532,2.93243243243243,2.01570376586339,5,2,574,100,0.143107135912891,"rand"
"7165",2.90287769784173,2.97297297297297,2.05037670795556,5,2,574,100,0.070095275131246,"rand"
"7166",2.94604316546763,2.90540540540541,2.01008507093298,5,2,574,100,0.0406377600622205,"rand"
"7167",3.07913669064748,3.04054054054054,2.06629330317237,5,2,574,100,0.0385961501069416,"rand"
"7168",2.8705035971223,3.03716216216216,1.94748891767153,5,2,574,100,0.16665856503986,"rand"
"7169",3.07553956834532,2.98310810810811,1.96082723729257,5,2,574,100,0.0924314602372158,"rand"
"7170",2.85611510791367,3.00675675675676,2.00259043727311,5,2,574,100,0.150641648843088,"rand"
"7171",2.99280575539568,3.06081081081081,2.00271205404649,5,2,574,100,0.0680050554151275,"rand"
"7172",3.05395683453237,3.05067567567568,2.16131248821838,5,2,574,100,0.00328115885669833,"rand"
"7173",3.03956834532374,2.97297297297297,1.90398659783157,5,2,574,100,0.0665953723507684,"rand"
"7174",2.9568345323741,2.84797297297297,1.94649166012977,5,2,574,100,0.108861559401128,"rand"
"7175",3.03597122302158,3.07094594594595,2.08608339262151,5,2,574,100,0.0349747229243631,"rand"
"7176",3.01438848920863,3.04391891891892,1.83681765389082,5,2,574,100,0.0295304297102859,"rand"
"7177",3.01438848920863,2.9222972972973,1.94131078558355,5,2,574,100,0.0920911919113356,"rand"
"7178",2.85251798561151,3.05405405405405,1.99286413582161,5,2,574,100,0.201536068442543,"rand"
"7179",3.0431654676259,3.125,2.19339803345677,5,2,574,100,0.0818345323741005,"rand"
"7180",2.94244604316547,3,2.00620245544265,5,2,574,100,0.0575539568345325,"rand"
"7181",2.92805755395683,2.90540540540541,2.00346607804148,5,2,574,100,0.0226521485514293,"rand"
"7182",3.05755395683453,2.89189189189189,1.96082723729257,5,2,574,100,0.16566206494264,"rand"
"7183",3.05755395683453,2.95945945945946,2.00693215608297,5,2,574,100,0.0980944973750728,"rand"
"7184",2.97841726618705,3.10135135135135,2.09947035895191,5,2,574,100,0.122934085164301,"rand"
"7185",3.11870503597122,2.94932432432432,2.03391891809718,5,2,574,100,0.169380711646899,"rand"
"7186",3.08992805755396,3.08783783783784,2.06015469653575,5,2,574,100,0.002090219716119,"rand"
"7187",2.87410071942446,2.84121621621622,1.84343056594365,5,2,574,100,0.0328845032082441,"rand"
"7188",2.91007194244604,3.2027027027027,1.95613587025923,5,2,574,100,0.292630760256659,"rand"
"7189",2.97482014388489,3.00337837837838,2.04526576305404,5,2,574,100,0.0285582344934863,"rand"
"7190",2.84172661870504,2.89189189189189,2.0313041574694,5,2,574,100,0.050165273186856,"rand"
"7191",2.94604316546763,3.12162162162162,1.99342357297919,5,2,574,100,0.175578456153996,"rand"
"7192",3.10791366906475,2.83445945945946,2.1228116581839,5,2,574,100,0.273454209605289,"rand"
"7193",3.14028776978417,2.89864864864865,2.07479735605135,5,2,574,100,0.241639121135524,"rand"
"7194",3.03956834532374,2.99324324324324,1.99102772254349,5,2,574,100,0.0463251020804978,"rand"
"7195",3.05035971223022,2.88175675675676,2.02134678414847,5,2,574,100,0.168602955473459,"rand"
"7196",2.94604316546763,3.04054054054054,1.97030422435862,5,2,574,100,0.0944973750729146,"rand"
"7197",3.08273381294964,3.04391891891892,1.94370359559991,5,2,574,100,0.0388148940307214,"rand"
"7198",3.08273381294964,3.07432432432432,1.96068433758384,5,2,574,100,0.0084094886253161,"rand"
"7199",2.8705035971223,3.15202702702703,2.06781655325903,5,2,574,100,0.281523429904725,"rand"
"7200",3.06115107913669,2.94932432432432,1.98951663413418,5,2,574,100,0.111826754812367,"rand"
"7201",2.96381578947368,3.02158273381295,1.95001212508354,5,2,582,100,0.0577669443392654,"rand"
"7202",2.88815789473684,3.07194244604317,1.95811227235895,5,2,582,100,0.183784551306323,"rand"
"7203",3.07236842105263,2.90647482014389,2.04126077210166,5,2,582,100,0.165893600908746,"rand"
"7204",2.97368421052632,3.0431654676259,2.02060672735123,5,2,582,100,0.0694812570995835,"rand"
"7205",2.95065789473684,3.08992805755396,2.02380065179717,5,2,582,100,0.139270162817115,"rand"
"7206",3.03618421052632,2.96762589928058,2.05850796410975,5,2,582,100,0.0685583112457402,"rand"
"7207",3.03947368421053,3.05035971223022,2.1115980860112,5,2,582,100,0.0108860280196899,"rand"
"7208",2.96710526315789,2.91726618705036,1.96407722199549,5,2,582,100,0.0498390761075349,"rand"
"7209",3.03947368421053,2.97841726618705,1.94481608318399,5,2,582,100,0.0610564180234756,"rand"
"7210",2.98355263157895,2.93884892086331,1.86775969858817,5,2,582,100,0.0447037107156381,"rand"
"7211",2.94407894736842,3.10791366906475,1.86352774869729,5,2,582,100,0.163834721696327,"rand"
"7212",3.05592105263158,3.00359712230216,1.95429139237362,5,2,582,100,0.0523239303294205,"rand"
"7213",3.05263157894737,2.9136690647482,2.04800350148754,5,2,582,100,0.138962514199167,"rand"
"7214",2.98026315789474,2.89928057553957,2.08263983770132,5,2,582,100,0.0809825823551682,"rand"
"7215",2.94078947368421,2.97482014388489,1.82775579490273,5,2,582,100,0.0340306702006816,"rand"
"7216",2.99342105263158,2.90287769784173,1.9579259600996,5,2,582,100,0.090543354789852,"rand"
"7217",3.0625,3.00719424460432,1.91435846478698,5,2,582,100,0.0553057553956835,"rand"
"7218",2.97039473684211,3.12230215827338,1.99643049369791,5,2,582,100,0.151907421431276,"rand"
"7219",2.92105263157895,3.02158273381295,1.96461841474883,5,2,582,100,0.100530102234002,"rand"
"7220",3.0625,3.10431654676259,2.06547545114183,5,2,582,100,0.0418165467625897,"rand"
"7221",3.02302631578947,2.97122302158273,1.97762182751625,5,2,582,100,0.0518032942067399,"rand"
"7222",2.96381578947368,2.94604316546763,2.09094404126077,5,2,582,100,0.0177726240060583,"rand"
"7223",3.02631578947368,2.98201438848921,2.04988732544316,5,2,582,100,0.0443014009844753,"rand"
"7224",3,2.92805755395683,2.00914408739524,5,2,582,100,0.0719424460431655,"rand"
"7225",3.07236842105263,2.99640287769784,2.01074400695566,5,2,582,100,0.0759655433547897,"rand"
"7226",3.01644736842105,2.77338129496403,1.99349385761012,5,2,582,100,0.243066073457024,"rand"
"7227",3.04605263157895,2.94604316546763,1.93631373801539,5,2,582,100,0.100009466111322,"rand"
"7228",2.97368421052632,2.93525179856115,2.09782872284425,5,2,582,100,0.0384324119651649,"rand"
"7229",3.09868421052632,3.03956834532374,2.09657776910292,5,2,582,100,0.0591158652025747,"rand"
"7230",3.08223684210526,3.02517985611511,1.98664466407604,5,2,582,100,0.0570569859901555,"rand"
"7231",3,2.9568345323741,2.02367052894938,5,2,582,100,0.0431654676258995,"rand"
"7232",2.98355263157895,2.8705035971223,1.92790307030774,5,2,582,100,0.113049034456645,"rand"
"7233",2.93092105263158,2.90647482014389,1.94355330009286,5,2,582,100,0.0244462324876937,"rand"
"7234",2.97368421052632,2.8273381294964,2.02170685688261,5,2,582,100,0.146346081029913,"rand"
"7235",2.93421052631579,2.91007194244604,1.89934701989105,5,2,582,100,0.0241385838697461,"rand"
"7236",3.08881578947368,3.03597122302158,1.98734555305168,5,2,582,100,0.0528445664521011,"rand"
"7237",3.00986842105263,3.07913669064748,2.05150794636573,5,2,582,100,0.0692682695948506,"rand"
"7238",3.01315789473684,3.15827338129496,2.02760970243271,5,2,582,100,0.145115486558122,"rand"
"7239",3.13815789473684,3.06474820143885,2.0168923115141,5,2,582,100,0.0734096932979931,"rand"
"7240",3.09210526315789,3.14028776978417,2.05385015762609,5,2,582,100,0.048182506626278,"rand"
"7241",2.90460526315789,3.01079136690647,2.12536744917816,5,2,582,100,0.10618610374858,"rand"
"7242",2.91118421052632,3.15827338129496,1.91136563928764,5,2,582,100,0.247089170768648,"rand"
"7243",2.88815789473684,2.98920863309353,2.07684641363687,5,2,582,100,0.101050738356683,"rand"
"7244",2.97697368421053,2.97841726618705,2.01499074353378,5,2,582,100,0.00144358197652439,"rand"
"7245",3.01644736842105,2.94604316546763,2.03068533338065,5,2,582,100,0.0704042029534269,"rand"
"7246",3.14144736842105,3.01438848920863,2.04338118305327,5,2,582,100,0.12705887921242,"rand"
"7247",3.0625,2.86330935251799,1.92836441494993,5,2,582,100,0.199190647482014,"rand"
"7248",3.11842105263158,2.92446043165468,2.07334492609614,5,2,582,100,0.193960620976902,"rand"
"7249",2.90460526315789,2.99640287769784,2.04553116737939,5,2,582,100,0.0917976145399471,"rand"
"7250",2.94407894736842,2.88848920863309,1.92433947868055,5,2,582,100,0.0555897387353279,"rand"
"7251",2.95723684210526,2.89208633093525,2.02379177978482,5,2,582,100,0.0651505111700117,"rand"
"7252",2.99342105263158,3.03956834532374,1.93607715101939,5,2,582,100,0.0461472926921624,"rand"
"7253",3.01644736842105,3.0863309352518,1.98546468643351,5,2,582,100,0.0698835668307458,"rand"
"7254",2.83223684210526,2.93525179856115,1.94633319729581,5,2,582,100,0.103014956455888,"rand"
"7255",2.90131578947368,3.05755395683453,1.90303481969114,5,2,582,100,0.156238167360848,"rand"
"7256",3.04934210526316,2.8705035971223,2.06926380041521,5,2,582,100,0.178838508140856,"rand"
"7257",2.99013157894737,2.89208633093525,1.83671061270117,5,2,582,100,0.098045248012117,"rand"
"7258",2.84539473684211,3.01438848920863,2.04444582453525,5,2,582,100,0.168993752366528,"rand"
"7259",2.95723684210526,2.91726618705036,2.07534112887485,5,2,582,100,0.0399706550549035,"rand"
"7260",2.82894736842105,3.0431654676259,2.05378805353964,5,2,582,100,0.214218099204847,"rand"
"7261",2.98026315789474,3.05755395683453,1.98937724387979,5,2,582,100,0.0772907989397957,"rand"
"7262",2.9375,2.94964028776978,1.9021150877442,5,2,582,100,0.012140287769784,"rand"
"7263",2.92434210526316,2.98561151079137,1.95481484110226,5,2,582,100,0.061269405528209,"rand"
"7264",2.87828947368421,3.02877697841727,2.06808086543523,5,2,582,100,0.150487504733055,"rand"
"7265",3.00328947368421,2.85611510791367,2.00066540092624,5,2,582,100,0.147174365770542,"rand"
"7266",3.04276315789474,3.06115107913669,2.07651223450503,5,2,582,100,0.018387921241954,"rand"
"7267",2.97368421052632,2.98920863309353,1.92907417593792,5,2,582,100,0.0155244225672093,"rand"
"7268",3.04934210526316,2.89568345323741,1.98565099869286,5,2,582,100,0.153658652025748,"rand"
"7269",3.01973684210526,2.85971223021583,1.98817360753766,5,2,582,100,0.160024611889436,"rand"
"7270",2.97697368421053,3.11870503597122,2.00144318067557,5,2,582,100,0.141731351760697,"rand"
"7271",3.01315789473684,3.11510791366906,2.1510726262931,5,2,582,100,0.101950018932223,"rand"
"7272",3.10197368421053,2.89208633093525,1.90533267088974,5,2,582,100,0.209887353275275,"rand"
"7273",2.95394736842105,2.86330935251799,1.95069527003448,5,2,582,100,0.0906380159030671,"rand"
"7274",3.01644736842105,3.07913669064748,2.06152740564615,5,2,582,100,0.0626893222264293,"rand"
"7275",2.9375,3.10791366906475,1.85334267851968,5,2,582,100,0.170413669064748,"rand"
"7276",2.97368421052632,2.98561151079137,1.96859307628156,5,2,582,100,0.0119273002650511,"rand"
"7277",2.91118421052632,3.01079136690647,1.99141189204535,5,2,582,100,0.0996071563801588,"rand"
"7278",3.14473684210526,2.97482014388489,2.16634727422207,5,2,582,100,0.169916698220371,"rand"
"7279",3.02960526315789,2.97122302158273,1.99483353147494,5,2,582,100,0.0583822415751607,"rand"
"7280",2.98026315789474,2.78776978417266,2.00643812362853,5,2,582,100,0.192493373722075,"rand"
"7281",2.92434210526316,3,2.02769546521875,5,2,582,100,0.075657894736842,"rand"
"7282",3.07565789473684,3.03956834532374,1.94150386524005,5,2,582,100,0.0360895494131008,"rand"
"7283",2.93421052631579,3.10431654676259,2.13229057614848,5,2,582,100,0.1701060204468,"rand"
"7284",3.07236842105263,3.01798561151079,2.0030076121866,5,2,582,100,0.0543828095418402,"rand"
"7285",3.09210526315789,3.02158273381295,2.03444706661698,5,2,582,100,0.0705225293449452,"rand"
"7286",2.92105263157895,2.89208633093525,1.87433681707685,5,2,582,100,0.0289663006436958,"rand"
"7287",3.05263157894737,3.11510791366906,1.94843586422272,5,2,582,100,0.0624763347216963,"rand"
"7288",2.86842105263158,2.84172661870504,2.05142218357968,5,2,582,100,0.0266944339265427,"rand"
"7289",2.92105263157895,2.94244604316547,2.04690337195616,5,2,582,100,0.0213934115865202,"rand"
"7290",3.03618421052632,3.05035971223022,1.99298815290618,5,2,582,100,0.0141755017039,"rand"
"7291",2.90460526315789,3.06834532374101,2.13051321634106,5,2,582,100,0.163740060583113,"rand"
"7292",3.01644736842105,2.98920863309353,2.05162328252628,5,2,582,100,0.0272387353275274,"rand"
"7293",3.03947368421053,2.87410071942446,1.98982971650963,5,2,582,100,0.165372964786066,"rand"
"7294",2.97368421052632,3.02877697841727,2.01721170395869,5,2,582,100,0.0550927678909501,"rand"
"7295",3.07894736842105,3.0431654676259,1.95141686037227,5,2,582,100,0.0357819007951532,"rand"
"7296",3.10526315789474,3.06115107913669,1.94987017288595,5,2,582,100,0.044112078758046,"rand"
"7297",3.13486842105263,2.84892086330935,2.01548757622537,5,2,582,100,0.285947557743279,"rand"
"7298",2.99013157894737,3.10431654676259,2.01521254384253,5,2,582,100,0.114184967815221,"rand"
"7299",2.95065789473684,3.00719424460432,1.92548988294858,5,2,582,100,0.0565363498674745,"rand"
"7300",3.02631578947368,2.98561151079137,2.10666524714469,5,2,582,100,0.0407042786823171,"rand"
"7301",2.90140845070423,3.08496732026144,1.95584587493885,5,2,590,100,0.183558869557213,"rand"
"7302",2.99647887323944,2.93790849673203,1.95131075364738,5,2,590,100,0.0585703765074101,"rand"
"7303",2.95422535211268,3.10130718954248,2.05339702454606,5,2,590,100,0.147081837429808,"rand"
"7304",2.98239436619718,2.95424836601307,2.01424131679664,5,2,590,100,0.028146000184111,"rand"
"7305",3.02112676056338,3.02941176470588,2.00105032948692,5,2,590,100,0.00828500414250177,"rand"
"7306",2.94014084507042,3.04901960784314,2.07808696152629,5,2,590,100,0.108878762772715,"rand"
"7307",3.02112676056338,3.13071895424837,2.09577853874709,5,2,590,100,0.109592193684986,"rand"
"7308",2.94718309859155,2.86928104575163,1.95564156427153,5,2,590,100,0.0779020528399155,"rand"
"7309",3.08802816901408,2.91830065359477,1.94227504244482,5,2,590,100,0.169727515419313,"rand"
"7310",3.01760563380282,2.99019607843137,1.86416505999827,5,2,590,100,0.0274095553714444,"rand"
"7311",3.04577464788732,2.99673202614379,1.88753129406348,5,2,590,100,0.0490426217435331,"rand"
"7312",3.08802816901408,2.92483660130719,1.97621938937009,5,2,590,100,0.163191567706895,"rand"
"7313",2.91549295774648,3.04248366013072,1.96060257258784,5,2,590,100,0.12699070238424,"rand"
"7314",2.89788732394366,3.00326797385621,2.11998503640183,5,2,590,100,0.105380649912547,"rand"
"7315",2.94366197183099,2.97058823529412,1.82332882506978,5,2,590,100,0.0269262634631318,"rand"
"7316",3.00704225352113,2.90522875816993,1.97243532560214,5,2,590,100,0.101813495351192,"rand"
"7317",3.01408450704225,3.06862745098039,1.97952576904262,5,2,590,100,0.0545429439381389,"rand"
"7318",2.98943661971831,3.07516339869281,1.86981669592242,5,2,590,100,0.0857267789745007,"rand"
"7319",3.05633802816901,2.9281045751634,2.04743460619838,5,2,590,100,0.128233453005616,"rand"
"7320",2.92957746478873,3.08823529411765,2.11700670484303,5,2,590,100,0.158657829328915,"rand"
"7321",2.94014084507042,3.09477124183007,1.98600328048114,5,2,590,100,0.154630396759643,"rand"
"7322",3.1056338028169,2.87908496732026,2.05588616154931,5,2,590,100,0.22654883549664,"rand"
"7323",2.91197183098592,2.96078431372549,2.05887888118328,5,2,590,100,0.0488124827395748,"rand"
"7324",2.99647887323944,3.12418300653595,1.99096716641248,5,2,590,100,0.127704133296511,"rand"
"7325",3.00704225352113,2.88562091503268,2.00535524157578,5,2,590,100,0.121421338488447,"rand"
"7326",2.98943661971831,2.91176470588235,1.97024546056229,5,2,590,100,0.0776719138359572,"rand"
"7327",2.98943661971831,2.90522875816993,1.99705332220656,5,2,590,100,0.0842078615483755,"rand"
"7328",3.15492957746479,2.91830065359477,2.03801041696642,5,2,590,100,0.236628923870017,"rand"
"7329",2.92605633802817,3.20261437908497,2.1021236798941,5,2,590,100,0.276558041056798,"rand"
"7330",3.09154929577465,3.02941176470588,1.92686541394492,5,2,590,100,0.0621375310687657,"rand"
"7331",2.96830985915493,2.9281045751634,2.04986619090098,5,2,590,100,0.040205283991531,"rand"
"7332",2.95422535211268,2.83986928104575,1.92102673304365,5,2,590,100,0.114356071066924,"rand"
"7333",3.05633802816901,2.92156862745098,1.95567321803689,5,2,590,100,0.134769400718034,"rand"
"7334",2.83098591549296,2.8562091503268,2.01639089522604,5,2,590,100,0.0252232348338399,"rand"
"7335",3.01760563380282,2.94117647058824,1.86878363212569,5,2,590,100,0.0764291632145815,"rand"
"7336",3.02816901408451,3.15686274509804,2.06907427124399,5,2,590,100,0.128693731013532,"rand"
"7337",3.11971830985915,2.97385620915033,2.00824148945354,5,2,590,100,0.145862100708828,"rand"
"7338",2.9612676056338,3.15032679738562,2.10004028661046,5,2,590,100,0.189059191751818,"rand"
"7339",3.03169014084507,3.22222222222222,1.974449656125,5,2,590,100,0.190532081377152,"rand"
"7340",2.9612676056338,3.03921568627451,2.12393600184167,5,2,590,100,0.0779480806407067,"rand"
"7341",3.04577464788732,2.99019607843137,1.95217403815718,5,2,590,100,0.0555785694559514,"rand"
"7342",3.05985915492958,2.90849673202614,2.07265690195966,5,2,590,100,0.151362422903434,"rand"
"7343",2.98239436619718,2.87254901960784,1.98763776581969,5,2,590,100,0.10984534658934,"rand"
"7344",2.99295774647887,2.98692810457516,2.03385226324422,5,2,590,100,0.00602964190370958,"rand"
"7345",3.1056338028169,3.13398692810458,2.04152110730626,5,2,590,100,0.0283531252876736,"rand"
"7346",2.87676056338028,3.13071895424837,1.98464792380075,5,2,590,100,0.253958390868084,"rand"
"7347",3.07042253521127,2.76797385620915,1.99081753043078,5,2,590,100,0.302448679002117,"rand"
"7348",3.14788732394366,2.93464052287582,2.09707922074185,5,2,590,100,0.213246801067845,"rand"
"7349",2.91197183098592,2.91503267973856,1.94327933009122,5,2,590,100,0.00306084875264645,"rand"
"7350",2.93661971830986,2.94444444444444,1.97779920002302,5,2,590,100,0.00782472613458562,"rand"
"7351",3.01056338028169,2.96732026143791,1.96760093234727,5,2,590,100,0.0432431188437814,"rand"
"7352",2.95774647887324,3.15032679738562,1.98309113406808,5,2,590,100,0.192580318512381,"rand"
"7353",2.87323943661972,2.97385620915033,2.01819803746655,5,2,590,100,0.100616772530608,"rand"
"7354",2.82394366197183,2.9640522875817,1.81102414319012,5,2,590,100,0.140108625609868,"rand"
"7355",3.04577464788732,3.01307189542484,2.05519553394147,5,2,590,100,0.0327027524624874,"rand"
"7356",2.9612676056338,2.79738562091503,1.9252424390665,5,2,590,100,0.16388198471877,"rand"
"7357",3.00352112676056,3.01307189542484,1.97446116658513,5,2,590,100,0.00955076866427307,"rand"
"7358",3.00352112676056,2.74509803921569,2.07292164254266,5,2,590,100,0.258423087544877,"rand"
"7359",3.09507042253521,2.8562091503268,2.06538229115709,5,2,590,100,0.238861272208414,"rand"
"7360",2.98943661971831,3.01307189542484,2.03565077263964,5,2,590,100,0.0236352757065266,"rand"
"7361",2.86971830985915,2.97712418300654,1.88916577940203,5,2,590,100,0.107405873147381,"rand"
"7362",2.9612676056338,3.00326797385621,1.88426232338638,5,2,590,100,0.0420003682224062,"rand"
"7363",3.04577464788732,2.80065359477124,2.06467727547409,5,2,590,100,0.245121053116082,"rand"
"7364",2.89084507042254,2.90196078431373,2.0215504589796,5,2,590,100,0.0111157138911904,"rand"
"7365",3.08450704225352,3.0718954248366,2.05163592414607,5,2,590,100,0.0126116174169195,"rand"
"7366",3.0387323943662,2.91503267973856,1.96030330062444,5,2,590,100,0.123699714627635,"rand"
"7367",2.94718309859155,3.00980392156863,1.97581652326552,5,2,590,100,0.0626208229770779,"rand"
"7368",3.01056338028169,2.89542483660131,2.00267330436534,5,2,590,100,0.115138543680383,"rand"
"7369",3.10915492957746,3.00326797385621,1.97667980777532,5,2,590,100,0.105886955721256,"rand"
"7370",3.07394366197183,3.04901960784314,2.16265431210613,5,2,590,100,0.0249240541286939,"rand"
"7371",2.94718309859155,3.06209150326797,1.9082731432189,5,2,590,100,0.114908404676424,"rand"
"7372",2.86971830985915,2.93790849673203,1.93664642744094,5,2,590,100,0.0681901868728714,"rand"
"7373",3.0669014084507,3.04901960784314,2.06458519179304,5,2,590,100,0.0178818006075669,"rand"
"7374",2.95422535211268,3.06862745098039,1.84701447440361,5,2,590,100,0.114402098867716,"rand"
"7375",2.94718309859155,3.03921568627451,1.96432045121004,5,2,590,100,0.0920325876829602,"rand"
"7376",2.88732394366197,3.00980392156863,2.02644240453512,5,2,590,100,0.122479977906655,"rand"
"7377",2.95774647887324,3.13398692810458,2.16226583407672,5,2,590,100,0.176240449231336,"rand"
"7378",2.87323943661972,3.12091503267974,1.99150815803862,5,2,590,100,0.24767559606002,"rand"
"7379",2.86267605633803,2.8921568627451,1.99187361514777,5,2,590,100,0.02948080640707,"rand"
"7380",3.0387323943662,2.95098039215686,1.98976720094386,5,2,590,100,0.0877520022093341,"rand"
"7381",3.03169014084507,3.0718954248366,1.96158096169894,5,2,590,100,0.040205283991531,"rand"
"7382",3.05985915492958,3.0359477124183,2.12338062214037,5,2,590,100,0.023911442511277,"rand"
"7383",3.16901408450704,2.87908496732026,2.04549221605134,5,2,590,100,0.289929117186781,"rand"
"7384",2.90140845070423,3.14705882352941,2.01784409081753,5,2,590,100,0.245650372825186,"rand"
"7385",2.85915492957746,2.95098039215686,1.84358723489972,5,2,590,100,0.0918254625793979,"rand"
"7386",3.08802816901408,3.10130718954248,2.01814048516589,5,2,590,100,0.0132790205283992,"rand"
"7387",2.89788732394366,2.7483660130719,1.98124946044718,5,2,590,100,0.149521310871767,"rand"
"7388",2.90845070422535,3.0359477124183,2.11989583033582,5,2,590,100,0.127497008192949,"rand"
"7389",3.00352112676056,3.0359477124183,1.95204742309574,5,2,590,100,0.032426585657737,"rand"
"7390",3,2.97712418300654,2.12719346205865,5,2,590,100,0.022875816993464,"rand"
"7391",2.94718309859155,3.04248366013072,2.07129579004921,5,2,590,100,0.0953005615391693,"rand"
"7392",2.91901408450704,3.03921568627451,1.94702022963368,5,2,590,100,0.120201601767467,"rand"
"7393",3.01760563380282,2.97058823529412,2.0101407153751,5,2,590,100,0.0470173985086992,"rand"
"7394",2.99295774647887,3.16666666666667,1.95743719605191,5,2,590,100,0.173708920187793,"rand"
"7395",3.0669014084507,3.09477124183007,1.94922736036373,5,2,590,100,0.0278698333793614,"rand"
"7396",3.01408450704225,3.00326797385621,2.07972432447987,5,2,590,100,0.0108165331860444,"rand"
"7397",2.96830985915493,3.05228758169935,1.93364507496187,5,2,590,100,0.0839777225444167,"rand"
"7398",3.07746478873239,2.96078431372549,1.99631665275819,5,2,590,100,0.116680475006904,"rand"
"7399",2.99647887323944,2.87254901960784,2.06330753071854,5,2,590,100,0.123929853631593,"rand"
"7400",3.06338028169014,2.89869281045752,2.06233201922247,5,2,590,100,0.164687471232625,"rand"
"7401",3.06959706959707,2.92615384615385,1.96475409376873,5,2,598,100,0.143443223443223,"rand"
"7402",2.92307692307692,2.99692307692308,1.94169285670269,5,2,598,100,0.0738461538461541,"rand"
"7403",3.05128205128205,3.01846153846154,2.04913082693288,5,2,598,100,0.0328205128205128,"rand"
"7404",2.95604395604396,2.98461538461538,2.00756569917592,5,2,598,100,0.0285714285714285,"rand"
"7405",3.01098901098901,3.00615384615385,2.04515610381898,5,2,598,100,0.004835164835165,"rand"
"7406",3.08424908424908,3.01846153846154,2.04957059545218,5,2,598,100,0.0657875457875461,"rand"
"7407",3.06593406593407,2.95384615384615,2.11555267978689,5,2,598,100,0.112087912087912,"rand"
"7408",2.93772893772894,3.01230769230769,1.91744956667395,5,2,598,100,0.0745787545787544,"rand"
"7409",2.9047619047619,2.99692307692308,1.94268163560276,5,2,598,100,0.0921611721611724,"rand"
"7410",3.04761904761905,3.05846153846154,1.88322885329658,5,2,598,100,0.0108424908424909,"rand"
"7411",3,2.98769230769231,1.90280275401534,5,2,598,100,0.0123076923076924,"rand"
"7412",3.04761904761905,2.92,1.99115140922001,5,2,598,100,0.127619047619048,"rand"
"7413",3.04395604395604,2.90769230769231,1.92204052592954,5,2,598,100,0.136263736263736,"rand"
"7414",2.996336996337,2.93538461538462,2.09244662554691,5,2,598,100,0.0609523809523811,"rand"
"7415",2.86813186813187,3.03384615384615,1.86592102093522,5,2,598,100,0.165714285714285,"rand"
"7416",2.996336996337,3,1.96147123577755,5,2,598,100,0.00366300366300365,"rand"
"7417",3.003663003663,3.06153846153846,1.98368934975883,5,2,598,100,0.0578754578754577,"rand"
"7418",2.87545787545788,3.04923076923077,1.87178926964813,5,2,598,100,0.173772893772894,"rand"
"7419",3.06227106227106,3,2.13151879800339,5,2,598,100,0.062271062271062,"rand"
"7420",2.98901098901099,3.05846153846154,2.02943367898579,5,2,598,100,0.0694505494505493,"rand"
"7421",3.07692307692308,2.98461538461538,2.00933317647322,5,2,598,100,0.0923076923076924,"rand"
"7422",3.01831501831502,2.96923076923077,2.04850618757108,5,2,598,100,0.0490842490842489,"rand"
"7423",2.89010989010989,2.99384615384615,2.0339826221408,5,2,598,100,0.103736263736264,"rand"
"7424",3.0989010989011,2.88923076923077,2.03494899245391,5,2,598,100,0.20967032967033,"rand"
"7425",2.97435897435897,3.00923076923077,1.95975417780093,5,2,598,100,0.0348717948717949,"rand"
"7426",2.92307692307692,2.99384615384615,1.98679293905425,5,2,598,100,0.0707692307692311,"rand"
"7427",2.91575091575092,2.91384615384615,1.99103936628516,5,2,598,100,0.00190476190476163,"rand"
"7428",3.12087912087912,3.03384615384615,2.13193055578898,5,2,598,100,0.0870329670329673,"rand"
"7429",3.0989010989011,3.07692307692308,2.01587648386862,5,2,598,100,0.0219780219780219,"rand"
"7430",3.02564102564103,2.99384615384615,2.00830518254595,5,2,598,100,0.0317948717948715,"rand"
"7431",2.86080586080586,2.97538461538462,1.93042133745651,5,2,598,100,0.114578754578754,"rand"
"7432",2.95238095238095,2.95076923076923,1.94906808288936,5,2,598,100,0.00161172161172196,"rand"
"7433",2.91941391941392,2.80615384615385,1.98478737052038,5,2,598,100,0.113260073260073,"rand"
"7434",2.94505494505495,2.92,1.92996476249699,5,2,598,100,0.0250549450549453,"rand"
"7435",2.96703296703297,3.13230769230769,1.98336162417438,5,2,598,100,0.165274725274725,"rand"
"7436",3.05860805860806,3.01538461538462,2.06409135980908,5,2,598,100,0.0432234432234431,"rand"
"7437",3.03663003663004,3.11076923076923,2.02757376626723,5,2,598,100,0.0741391941391942,"rand"
"7438",3.08791208791209,3.12307692307692,1.99187688722318,5,2,598,100,0.035164835164835,"rand"
"7439",3.1025641025641,3.11076923076923,2.0890293160339,5,2,598,100,0.00820512820512809,"rand"
"7440",2.92307692307692,3.00615384615385,2.10116636695182,5,2,598,100,0.083076923076923,"rand"
"7441",3.08058608058608,2.96307692307692,1.90256746385215,5,2,598,100,0.117509157509158,"rand"
"7442",2.91208791208791,2.93538461538462,2.06300454334101,5,2,598,100,0.0232967032967033,"rand"
"7443",2.83516483516484,3.07384615384615,2.03394060604023,5,2,598,100,0.238681318681318,"rand"
"7444",3.04761904761905,3.03692307692308,2.03677529229201,5,2,598,100,0.0106959706959704,"rand"
"7445",3.06227106227106,3.04,1.99077886646163,5,2,598,100,0.022271062271062,"rand"
