"","tb_check","tb_ryan_core","tb_ryan_fund","nk_check","nk_ryan_core","nk_ryan_fund","mw_check","mw_ryan_core","mw_ryan_fund","age","race","gender","educ","empl","inc","pid","ideol","interest","official","interest.text","official.text","inc.text","educ.text","pid_follow","ideol_follow","tb","nk","mw","tb_supp","nk_supp","mw_supp","media","part","tb_rand_order","nk_rand_order","mw_rand_order"
"549",0,"2","2",0,"1","1",0,"1","1","56","White","Female","5","Employed full time outside of the home","3","Independent","Conservative","2",0,"Only now and then","No","$40,000 to $59,999","Bachelor's degree","Neither","Somewhat conservative","P_Opp","M_Opp","P_Supp",5,5,1,"1","2","core|check|fund","core|check|fund","core|check|fund"
"550",0,"2","2",0,"1","1",0,"3","5","34","Asian","Male","4","Employed part time outside of the home","1","Independent","Conservative","1",0,"Hardly at all","No","Less than $20,000","Associate degree","Neither","Somewhat conservative","P_Supp","M_Supp","M_Opp",2,3,5,"0","0","core|check|fund","fund|core|check","check|core|fund"
"551",0,"4","4",0,"4","4",0,"5","2","37","Black or African-American","Male","2","Employed full time outside of the home","2","Independent","Conservative","2",0,"Only now and then","No","$20,000 to $39,999","High School / GED","Closer to the Democratic Party","Somewhat conservative","M_Supp","P_Supp","P_Opp",1,3,5,"1","0","check|core|fund","core|fund|check","core|check|fund"
"552",1,"4","4",0,"4","4",1,"5","5","21","Asian","Male","4","Student","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Associate degree","Strong","Very liberal","C","P_Supp","M_Opp",2,1,5,"0","0","core|check|fund","check|core|fund","fund|check|core"
"553",0,"3","4",0,"3","3",0,"2","4","32","White","Male","5","Employed full time outside of the home","7","Independent","Neither","3",0,"Some of the time","No","More than $150,000","Bachelor's degree","Closer to the Democratic Party","Closer to liberals","C","M_Opp","P_Opp",2,3,4,"1","0","fund|check|core","core|fund|check","check|core|fund"
"554",0,"5","4",0,"3","3",0,"3","5","45","White","Male","5","Employed full time outside of the home","7","Democrat","Liberal","3",0,"Some of the time","No","More than $150,000","Bachelor's degree","Not very strong","Somewhat liberal","P_Supp","M_Supp","M_Opp",2,5,4,"3","1","core|check|fund","core|check|fund","fund|core|check"
"555",0,"5","5",0,"5","5",1,"5","5","43","White","Male","3","Employed full time outside of the home","1","Democrat","Liberal","2",1,"Only now and then","Yes","Less than $20,000","Some college work","Not very strong","Very liberal","P_Supp","P_Supp","M_Supp",2,5,5,"0","1","fund|core|check","core|fund|check","core|check|fund"
"556",0,"2","2",0,"1","1",0,"2","2","40","Asian","Male","5","Employed full time outside of the home","6","Republican","Neither","4",0,"Most of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Closer to conservatives","C","M_Opp","P_Supp",1,2,4,"3","1","core|check|fund","core|check|fund","core|check|fund"
"557",0,"4","4",0,"4","4",1,"3","3","26","White","Female","5","Employed full time outside of the home","5","Republican","Conservative","4",0,"Most of the time","No","$80,000 to $99,999","Bachelor's degree","Not very strong","Somewhat conservative","P_Opp","M_Opp","C",4,4,4,"3","1","core|check|fund","check|core|fund","core|check|fund"
"558",0,"3","3",0,"3","3",0,"4","4","26","White","Male","3","Employed full time outside of the home","2","Independent","Liberal","2",0,"Only now and then","No","$20,000 to $39,999","Some college work","Closer to the Democratic Party","Somewhat liberal","P_Supp","P_Opp","P_Opp",1,2,5,"0","0","fund|core|check","core|fund|check","check|core|fund"
"559",0,"3","3",0,"3","3",0,"2","3","64","White","Male","6","Employed part time outside of the home","4","Republican","Conservative","4",1,"Most of the time","Yes","$60,000 to $79,999","Master's degree","Not very strong","Somewhat conservative","P_Supp","C","M_Supp",5,4,2,"1","0","core|fund|check","fund|check|core","check|core|fund"
"560",0,"3","3",0,"3","3",0,"3","3","27","White","Male","4","Employed full time outside of the home","3","Democrat","Liberal","2",0,"Only now and then","No","$40,000 to $59,999","Associate degree","Not very strong","Somewhat liberal","P_Supp","P_Opp","M_Supp",5,2,4,"0","0","core|check|fund","check|core|fund","check|fund|core"
"561",0,"5","5",1,"4","4",1,"4","5","53","White","Female","4","Employed full time outside of the home","2","Democrat","Liberal","4",0,"Most of the time","No","$20,000 to $39,999","Associate degree","Strong","Very liberal","C","M_Supp","C",1,2,5,"2","0","core|fund|check","fund|check|core","fund|core|check"
"562",1,"5","5",1,"5","5",0,"5","5","22","Black or African-American","Male","5","Unemployed","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","Bachelor's degree","Strong","Very liberal","M_Supp","M_Opp","C",1,1,5,"0","0","core|fund|check","check|fund|core","check|core|fund"
"563",0,"5","5",1,"5","5",0,"5","5","39","White","Female","5","Employed full time outside of the home","5","Democrat","Liberal","1",1,"Hardly at all","Yes","$80,000 to $99,999","Bachelor's degree","Strong","Very liberal","P_Supp","P_Opp","C",1,1,5,"2","1","core|fund|check","check|fund|core","fund|check|core"
"564",1,"4","5",0,"2","2",0,"3","3","27","White","Female","5","Employed full time outside of the home","6","Democrat","Liberal","4",0,"Most of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Very liberal","M_Opp","P_Supp","M_Supp",1,4,5,"1","3","check|fund|core","fund|core|check","check|core|fund"
"565",0,"1","1",0,"1","1",0,"1","1","30","White","Female","3","Employed part time outside of the home","2","Independent","Neither","4",0,"Most of the time","No","$20,000 to $39,999","Some college work","Neither","Neither","P_Opp","P_Supp","P_Supp",3,3,3,"1","0","core|fund|check","check|core|fund","fund|core|check"
"566",0,"4","4",0,"3","3",0,"3","3","33","White","Female","3","Student","1","Independent","Neither","3",1,"Some of the time","Yes","Less than $20,000","Some college work","Neither","Neither","P_Supp","M_Opp","C",4,2,4,"2","1","check|core|fund","check|fund|core","check|fund|core"
"567",1,"4","4",1,"5","5",0,"3","5","38","Asian","Male","3","Employed full time outside of the home","5","Democrat","Liberal","2",0,"Only now and then","No","$80,000 to $99,999","Some college work","Not very strong","Somewhat liberal","C","M_Supp","P_Supp",4,4,1,"2","0","core|fund|check","fund|core|check","check|fund|core"
"568",1,"5","5",0,"4","2",0,"4","3","24","Black or African-American","Female","5","Employed full time outside of the home","2","Democrat","Neither","4",0,"Most of the time","No","$20,000 to $39,999","Bachelor's degree","Strong","Neither","C","C","P_Opp",2,4,1,"2","1","fund|core|check","fund|check|core","core|fund|check"
"569",0,"2","2",0,"2","3",0,"1","1","29","White","Female","5","Student","1","Democrat","Liberal","3",1,"Some of the time","Yes","Less than $20,000","Bachelor's degree","Strong","Somewhat liberal","C","M_Supp","P_Opp",2,1,4,"2","1","core|check|fund","core|check|fund","check|fund|core"
"570",0,"3","3",0,"3","3",0,"3","3","52","Hispanic","Male","3","Employed full time outside of the home","6","Independent","Conservative","4",0,"Most of the time","No","$100,000 to $149,999","Some college work","Neither","Somewhat conservative","M_Supp","M_Opp","P_Supp",4,3,3,"2","0","fund|check|core","core|check|fund","check|fund|core"
"571",1,"4","4",0,"4","4",0,"5","5","58","White","Male","3","Employed full time outside of the home","7","Republican","Conservative","2",0,"Only now and then","No","More than $150,000","Some college work","Not very strong","Somewhat conservative","P_Supp","C","M_Supp",4,5,1,"1","0","fund|core|check","check|fund|core","core|fund|check"
"572",0,"3","3",0,"3","3",0,"4","3","24","White","Male","6","Employed full time outside of the home","6","Democrat","Liberal","3",0,"Some of the time","No","$100,000 to $149,999","Master's degree","Not very strong","Very liberal","C","P_Opp","P_Supp",2,3,5,"1","0","core|fund|check","core|check|fund","fund|check|core"
"573",0,"3","4",0,"2","2",0,"2","2","19","White","Male","3","Employed part time outside of the home","1","Republican","Conservative","3",1,"Some of the time","Yes","Less than $20,000","Some college work","Not very strong","Very conservative","P_Supp","C","C",4,4,3,"1","2","fund|check|core","fund|core|check","fund|core|check"
"574",1,"4","4",0,"5","5",0,"4","2","35","Asian","Male","5","Employed full time outside of the home","5","Independent","Neither","2",0,"Only now and then","No","$80,000 to $99,999","Bachelor's degree","Closer to the Democratic Party","Neither","M_Opp","P_Opp","P_Supp",2,1,3,"1","0","core|check|fund","fund|core|check","fund|check|core"
"575",1,"4","4",0,"3","3",0,"4","3","28","White","Male","5","Employed full time outside of the home","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","C","M_Supp","P_Supp",1,2,4,"2","0","core|check|fund","check|core|fund","core|fund|check"
"576",1,"4","3",0,"3","3",0,"4","3","25","White","Male","6","Employed full time outside of the home","5","Democrat","Liberal","2",0,"Only now and then","No","$80,000 to $99,999","Master's degree","Not very strong","Somewhat liberal","C","M_Opp","P_Supp",3,3,3,"1","1","core|fund|check","check|fund|core","core|check|fund"
"577",0,"4","4",0,"4","4",0,"4","4","66","White","Female","6","Employed full time outside of the home","7","Democrat","Liberal","4",1,"Most of the time","Yes","More than $150,000","Master's degree","Strong","Very liberal","M_Supp","M_Opp","P_Supp",2,1,5,"1","1","core|check|fund","check|core|fund","check|fund|core"
"578",0,"3","4",0,"4","4",0,"3","3","50","White","Female","3","Employed part time outside of the home","2","Republican","Conservative","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Strong","Very conservative","M_Supp","P_Supp","P_Opp",5,4,2,"2","0","check|core|fund","fund|check|core","fund|check|core"
"579",1,"4","5",0,"5","5",0,"4","5","50","White","Female","3","Employed part time outside of the home","1","Democrat","Conservative","3",0,"Some of the time","No","Less than $20,000","Some college work","Not very strong","Somewhat conservative","P_Supp","C","P_Supp",5,4,5,"1","0","fund|core|check","fund|check|core","check|core|fund"
"580",1,"5","5",0,"1","3",0,"1","1","27","White","Female","2","Unemployed","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","High School / GED","Not very strong","Somewhat liberal","P_Supp","C","P_Supp",1,1,4,"1","1","fund|core|check","check|fund|core","fund|core|check"
"581",1,"3","1",0,"2","2",0,"3","3","55","White","Female","5","Unemployed","1","Republican","Conservative","3",0,"Some of the time","No","Less than $20,000","Bachelor's degree","Not very strong","Somewhat conservative","M_Opp","M_Supp","M_Opp",3,2,3,"1","0","fund|check|core","check|fund|core","core|check|fund"
"582",0,"2","3",1,"3","2",1,"4","4","51","White","Female","4","Unemployed","1","Independent","Liberal","4",1,"Most of the time","Yes","Less than $20,000","Associate degree","Closer to the Democratic Party","Somewhat liberal","M_Supp","C","P_Opp",4,4,4,"3","0","core|check|fund","fund|core|check","core|check|fund"
"583",0,"1","1",0,"1","1",0,"1","1","42","White","Male","4","Employed full time outside of the home","1","Republican","Conservative","3",0,"Some of the time","No","Less than $20,000","Associate degree","Not very strong","Somewhat conservative","C","M_Opp","P_Opp",4,2,1,"2","0","core|check|fund","check|core|fund","fund|core|check"
"584",0,"3","3",0,"3","3",0,"2","3","22","Asian","Male","3","Unemployed","2","Independent","Neither","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Closer to the Democratic Party","Closer to liberals","C","M_Opp","P_Opp",1,1,5,"1","1","fund|core|check","fund|check|core","fund|check|core"
"585",1,"4","4",0,"4","4",0,"4","4","35","White","Other","6","Employed part time outside of the home","4","Democrat","Liberal","3",1,"Some of the time","Yes","$60,000 to $79,999","Master's degree","Not very strong","Very liberal","M_Supp","P_Supp","P_Supp",2,3,5,"1","2","check|fund|core","fund|check|core","check|core|fund"
"586",0,"3","4",0,"2","2",1,"2","4","35","Black or African-American","Male","3","Employed part time outside of the home","2","Democrat","Liberal","1",0,"Hardly at all","No","$20,000 to $39,999","Some college work","Not very strong","Somewhat liberal","P_Opp","C","C",2,4,4,"1","0","check|fund|core","check|fund|core","core|fund|check"
"587",0,"5","5",0,"3","3",0,"4","4","34","White","Male","5","Employed part time outside of the home","1","Democrat","Liberal","3",1,"Some of the time","Yes","Less than $20,000","Bachelor's degree","Strong","Very liberal","P_Supp","P_Supp","M_Supp",1,2,5,"3","1","fund|check|core","core|check|fund","core|check|fund"
"588",0,"2","2",0,"3","2",0,"4","4","55","White","Female","2","Employed full time outside of the home","2","Democrat","Liberal","2",0,"Only now and then","No","$20,000 to $39,999","High School / GED","Not very strong","Somewhat liberal","C","P_Opp","M_Opp",4,1,5,"0","0","check|core|fund","core|fund|check","fund|core|check"
"589",0,"3","3",0,"3","3",0,"5","5","47","White","Male","6","Employed full time outside of the home","6","Democrat","Liberal","4",1,"Most of the time","Yes","$100,000 to $149,999","Master's degree","Not very strong","Somewhat liberal","M_Opp","P_Opp","P_Supp",1,4,5,"2","2","fund|core|check","fund|check|core","check|core|fund"
"590",1,"4","4",0,"3","3",0,"3","3","45","White","Female","6","Unemployed","5","Independent","Neither","4",0,"Most of the time","No","$80,000 to $99,999","Master's degree","Neither","Neither","P_Opp","C","C",1,2,4,"1","0","fund|core|check","check|core|fund","check|core|fund"
"591",0,"2","3",0,"3","5",1,"3","4","41","White","Female","4","Unemployed","3","Republican","Conservative","4",0,"Most of the time","No","$40,000 to $59,999","Associate degree","Strong","Somewhat conservative","P_Opp","M_Opp","C",4,4,3,"2","1","core|fund|check","fund|check|core","check|core|fund"
"592",0,"5","5",0,"3","3",0,"3","5","32","White","Male","5","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Strong","Very liberal","M_Opp","M_Opp","M_Opp",1,2,5,"1","1","core|fund|check","fund|core|check","check|core|fund"
"593",1,"4","4",0,"2","2",0,"2","3","28","White","Female","3","Employed part time outside of the home","4","Democrat","Liberal","4",0,"Most of the time","No","$60,000 to $79,999","Some college work","Strong","Somewhat liberal","M_Opp","C","M_Opp",2,3,4,"1","0","fund|check|core","fund|check|core","check|core|fund"
"594",0,"3","3",0,"4","4",1,"4","4","66","White","Male","5","Retired","2","Republican","Conservative","3",1,"Some of the time","Yes","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat conservative","P_Supp","P_Supp","M_Supp",2,1,4,"1","2","core|check|fund","core|check|fund","check|fund|core"
"595",0,"4","3",0,"2","3",0,"4","4","21","American Indian or Alaska Native","Male","3","Unemployed","1","Independent","Liberal","3",1,"Some of the time","Yes","Less than $20,000","Some college work","Closer to the Democratic Party","Very liberal","P_Supp","M_Supp","C",2,4,5,"2","3","core|check|fund","core|check|fund","check|core|fund"
"596",0,"3","3",0,"5","5",0,"5","5","35","White","Male","2","Employed part time outside of the home","1","Democrat","Liberal","2",0,"Only now and then","No","Less than $20,000","High School / GED","Strong","Very liberal","M_Supp","C","P_Supp",1,1,5,"2","0","core|fund|check","core|check|fund","fund|core|check"
"597",1,"3","3",1,"3","3",0,"3","3","34","Asian","Female","6","Employed full time outside of the home","6","Independent","Neither","4",0,"Most of the time","No","$100,000 to $149,999","Master's degree","Closer to the Democratic Party","Closer to liberals","M_Opp","C","M_Supp",3,4,2,"4","1","fund|check|core","fund|check|core","core|fund|check"
"598",1,"5","5",0,"5","5",0,"5","5","43","Asian","Female","4","Employed part time outside of the home","1","Something else","Neither","4",0,"Most of the time","No","Less than $20,000","Associate degree",NA,"Neither","P_Supp","M_Opp","P_Supp",1,5,5,"1","1","fund|core|check","check|fund|core","check|fund|core"
"599",0,"3","2",0,"3","2",0,"2","3","39","Asian","Male","5","Employed full time outside of the home","5","Republican","Conservative","3",0,"Some of the time","No","$80,000 to $99,999","Bachelor's degree","Not very strong","Somewhat conservative","M_Opp","P_Opp","P_Opp",3,4,2,"2","0","fund|core|check","check|fund|core","check|core|fund"
"600",0,"4","5",0,"4","3",1,"5","5","38","White","Male","2","Employed full time outside of the home","4","Independent","Liberal","4",0,"Most of the time","No","$60,000 to $79,999","High School / GED","Closer to the Democratic Party","Somewhat liberal","P_Opp","M_Opp","M_Opp",4,5,5,"2","0","check|fund|core","fund|core|check","fund|check|core"
"601",1,"4","4",1,"3","4",0,"4","4","27","Hispanic","Male","6","Employed full time outside of the home","5","Republican","Liberal","2",0,"Only now and then","No","$80,000 to $99,999","Master's degree","Strong","Very liberal","P_Opp","M_Opp","P_Supp",4,4,4,"2","0","check|core|fund","fund|core|check","check|fund|core"
"602",1,"5","5",0,"5","5",0,"4","4","55","White","Female","3","Employed part time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Strong","Very liberal","M_Opp","M_Opp","M_Supp",1,2,5,"2","2","check|core|fund","check|fund|core","fund|check|core"
"603",1,"4","4",1,"2","3",1,"4","4","29","White","Male","2","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","High School / GED","Not very strong","Somewhat liberal","M_Opp","P_Opp","P_Supp",2,4,5,"1","0","check|core|fund","core|check|fund","fund|core|check"
"604",0,"3","4",0,"2","2",0,"3","2","59","White","Female","5","Retired","6","Independent","Neither","3",1,"Some of the time","Yes","$100,000 to $149,999","Bachelor's degree","Neither","Neither","M_Supp","P_Supp","M_Opp",4,4,3,"2","0","fund|core|check","core|check|fund","check|core|fund"
"605",0,"3","3",0,"3","3",0,"3","3","55","White","Female","2","Employed full time outside of the home","2","Republican","Conservative","3",0,"Some of the time","No","$20,000 to $39,999","High School / GED","Strong","Somewhat conservative","P_Opp","C","P_Opp",4,4,3,"2","0","core|fund|check","fund|core|check","check|core|fund"
"606",0,"5","5",0,"4","4",1,"5","4","41","White","Female","5","Employed full time outside of the home","3","Democrat","Liberal","3",1,"Some of the time","Yes","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","C","M_Opp","M_Supp",1,3,4,"1","0","core|check|fund","core|fund|check","core|fund|check"
"607",1,"1","1",0,"3","3",1,"4","4","26","White","Male","2","Employed full time outside of the home","2","Independent","Neither","2",0,"Only now and then","No","$20,000 to $39,999","High School / GED","Closer to the Republican Party","Closer to conservatives","P_Opp","P_Opp","P_Opp",4,5,5,"1","0","check|core|fund","core|check|fund","core|fund|check"
"608",0,"4","4",0,"3","3",0,"2","2","35","White","Female","5","Unemployed","6","Democrat","Liberal","3",0,"Some of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Somewhat liberal","P_Opp","C","P_Opp",1,1,3,"2","1","check|fund|core","core|check|fund","core|fund|check"
"609",1,"5","5",0,"4","3",1,"4","3","53","White","Male","2","Employed full time outside of the home","3","Independent","Neither","4",0,"Most of the time","No","$40,000 to $59,999","High School / GED","Closer to the Democratic Party","Closer to liberals","C","P_Opp","C",1,1,5,"2","1","fund|check|core","core|check|fund","check|core|fund"
"610",1,"5","5",0,"3","3",0,"5","4","22","White","Male","3","Employed full time outside of the home","2","Independent","Neither","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Neither","Neither","P_Supp","C","P_Supp",1,4,5,"4","4","fund|check|core","fund|core|check","core|check|fund"
"611",0,"4","2",0,"4","4",1,"5","5","61","White","Male","3","Employed part time outside of the home","1","Democrat","Liberal","2",0,"Only now and then","No","Less than $20,000","Some college work","Not very strong","Somewhat liberal","P_Opp","M_Supp","M_Opp",4,2,5,"2","0","core|fund|check","core|fund|check","check|fund|core"
"612",0,"4","3",1,"2","2",0,"2","2","51","White","Male","5","Employed full time outside of the home","2","Democrat","Liberal","3",1,"Some of the time","Yes","$20,000 to $39,999","Bachelor's degree","Strong","Very liberal","P_Supp","P_Opp","P_Opp",1,1,4,"2","3","core|fund|check","fund|core|check","core|fund|check"
"613",0,"1","1",1,"3","3",1,"2","2","36","Other","Female","4","Employed full time outside of the home","2","Republican","Conservative","3",0,"Some of the time","No","$20,000 to $39,999","Associate degree","Strong","Somewhat conservative","C","M_Opp","M_Supp",5,3,1,"0","0","core|check|fund","check|fund|core","fund|check|core"
"614",1,"4","4",1,"4","4",0,"4","4","53","White","Female","4","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Associate degree","Strong","Very liberal","P_Opp","P_Opp","M_Supp",2,2,4,"2","2","core|check|fund","core|fund|check","check|fund|core"
"615",0,"3","3",0,"1","1",0,"3","3","24","White","Male","5","Employed part time outside of the home","1","Republican","Conservative","3",1,"Some of the time","Yes","Less than $20,000","Bachelor's degree","Not very strong","Somewhat conservative","P_Opp","P_Supp","M_Opp",2,4,5,"1","0","fund|check|core","core|check|fund","fund|check|core"
"616",0,"3","3",0,"1","1",1,"2","2","21","White","Female","3","Student","2","Republican","Neither","1",0,"Hardly at all","No","$20,000 to $39,999","Some college work","Not very strong","Neither","M_Opp","P_Opp","M_Supp",2,1,4,"0","0","check|core|fund","check|core|fund","fund|check|core"
"617",0,"5","5",0,"5","5",0,"5","5","33","White","Female","5","Employed full time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Bachelor's degree","Strong","Very liberal","M_Opp","M_Opp","M_Supp",1,1,5,"2","4","core|check|fund","fund|core|check","core|check|fund"
"618",0,"3","3",0,"5","5",1,"1","1","34","White","Female","5","Employed full time outside of the home","4","Republican","Conservative","4",1,"Most of the time","Yes","$60,000 to $79,999","Bachelor's degree","Strong","Very conservative","P_Opp","C","M_Opp",5,5,1,"2","2","check|fund|core","core|fund|check","check|core|fund"
"619",0,"5","4",1,"4","3",0,"3","5","52","White","Female","5","Employed full time outside of the home","4","Democrat","Liberal","4",0,"Most of the time","No","$60,000 to $79,999","Bachelor's degree","Strong","Very liberal","M_Supp","P_Supp","M_Supp",1,1,5,"2","2","core|fund|check","core|fund|check","fund|check|core"
"620",0,"2","2",0,"3","2",0,"2","1","34","White","Male","7","Employed full time outside of the home","6","Republican","Conservative","3",0,"Some of the time","No","$100,000 to $149,999","Professional degree (PhD, JD, MD)","Not very strong","Somewhat conservative","M_Opp","C","P_Opp",2,4,2,"0","0","core|fund|check","fund|check|core","fund|core|check"
"621",0,"2","2",0,"5","5",0,"1","1","55","White","Male","7","Employed part time outside of the home","6","Democrat","Conservative","4",0,"Most of the time","No","$100,000 to $149,999","Professional degree (PhD, JD, MD)","Not very strong","Somewhat conservative","P_Supp","P_Opp","C",4,5,1,"2","0","core|check|fund","core|check|fund","check|fund|core"
"622",0,"2","3",0,"4","2",0,"2","3","28","Asian","Male","4","Student","1","Independent","Neither","3",0,"Some of the time","No","Less than $20,000","Associate degree","Closer to the Republican Party","Closer to conservatives","P_Supp","P_Opp","M_Supp",5,4,2,"2","0","check|fund|core","fund|check|core","core|check|fund"
"623",0,"4","4",1,"3","2",0,"4","4","29","White","Male","5","Employed part time outside of the home","2","Democrat","Conservative","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Strong","Somewhat conservative","M_Supp","P_Supp","P_Opp",2,1,5,"1","1","check|fund|core","core|fund|check","check|fund|core"
"624",1,"5","5",0,"5","5",1,"5","5","21","Asian","Male","3","Student","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Some college work","Strong","Very liberal","P_Supp","M_Supp","P_Supp",1,1,5,"3","0","fund|core|check","check|fund|core","check|fund|core"
"625",0,"3","3",0,"3","3",1,"3","3","30","White","Male","5","Employed full time outside of the home","4","Independent","Neither","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Closer to the Republican Party","Closer to conservatives","M_Opp","C","C",4,2,4,"1","1","fund|check|core","fund|check|core","check|fund|core"
"626",1,"5","5",0,"5","5",0,"5","5","51","White","Female","5","Unemployed","1","Democrat","Liberal","4",1,"Most of the time","Yes","Less than $20,000","Bachelor's degree","Strong","Very liberal","C","C","P_Opp",1,1,5,"2","3","core|fund|check","check|fund|core","core|fund|check"
"627",0,"4","4",0,"4","4",0,"4","5","50","White","Female","2","Unemployed","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","High School / GED","Not very strong","Somewhat conservative","M_Opp","P_Opp","M_Supp",5,4,2,"1","1","check|core|fund","check|fund|core","fund|core|check"
"628",0,"5","5",0,"3","2",1,"5","5","26","White","Male","5","Employed part time outside of the home","2","Democrat","Liberal","4",0,"Most of the time","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat liberal","C","P_Supp","P_Supp",5,4,5,"3","1","check|core|fund","check|core|fund","core|fund|check"
"629",1,"4","4",0,"4","4",0,"5","4","51","White","Female","5","Employed full time outside of the home","5","Independent","Neither","4",1,"Most of the time","Yes","$80,000 to $99,999","Bachelor's degree","Neither","Neither","P_Supp","P_Supp","P_Supp",5,4,5,"1","0","check|fund|core","check|fund|core","core|check|fund"
"630",0,"4","4",0,"3","3",0,"4","4","33","White","Male","5","Employed full time outside of the home","4","Independent","Conservative","2",0,"Only now and then","No","$60,000 to $79,999","Bachelor's degree","Closer to the Republican Party","Somewhat conservative","M_Opp","M_Opp","P_Supp",2,3,2,"0","0","check|fund|core","core|fund|check","fund|check|core"
"631",0,"3","3",0,"3","3",0,"3","3","32","White","Male","2","Employed full time outside of the home","2","Independent","Neither","3",0,"Some of the time","No","$20,000 to $39,999","High School / GED","Neither","Neither","M_Supp","C","P_Supp",3,2,4,"0","1","check|core|fund","check|core|fund","core|fund|check"
"632",1,"5","5",0,"3","3",1,"4","4","32","White","Male","6","Employed full time outside of the home","5","Independent","Liberal","3",1,"Some of the time","Yes","$80,000 to $99,999","Master's degree","Neither","Somewhat liberal","M_Supp","P_Opp","C",1,3,4,"1","0","check|fund|core","fund|check|core","check|fund|core"
"633",0,"4","4",0,"5","5",0,"5","5","31","White","Male","6","Employed full time outside of the home","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Master's degree","Strong","Very liberal","P_Supp","P_Opp","M_Opp",5,1,5,"1","0","core|check|fund","fund|check|core","core|fund|check"
"634",0,"5","5",0,"5","3",0,"3","5","35","White","Male","5","Employed full time outside of the home","6","Independent","Neither","3",1,"Some of the time","Yes","$100,000 to $149,999","Bachelor's degree","Closer to the Democratic Party","Closer to liberals","P_Supp","M_Supp","P_Opp",1,1,5,"2","2","fund|check|core","core|check|fund","fund|check|core"
"635",0,"3","4",0,"1","1",0,"3","2","31","White","Female","5","Unemployed","1","Democrat","Liberal","4",1,"Most of the time","Yes","Less than $20,000","Bachelor's degree","Not very strong","Very liberal","C","M_Supp","P_Supp",1,2,5,"3","1","core|fund|check","core|check|fund","fund|core|check"
"636",0,"3","3",0,"3","3",0,"2","2","41","White","Male","4","Employed full time outside of the home","2","Independent","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Associate degree","Closer to the Democratic Party","Somewhat liberal","P_Opp","M_Supp","M_Supp",2,2,4,"2","1","core|check|fund","fund|check|core","fund|core|check"
"637",1,"4","5",0,"5","5",0,"5","5","55","Black or African-American","Male","2","Employed part time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","High School / GED","Strong","Very liberal","C","P_Supp","M_Supp",4,4,5,"4","1","core|fund|check","core|check|fund","core|check|fund"
"638",0,"4","3",0,"3","4",1,"4","3","24","White","Female","5","Employed part time outside of the home","1","Democrat","Liberal","2",0,"Only now and then","No","Less than $20,000","Bachelor's degree","Not very strong","Very liberal","C","M_Opp","P_Opp",1,1,5,"1","1","check|fund|core","core|fund|check","fund|check|core"
"639",1,"3","3",0,"2","2",0,"2","3","24","White","Female","5","Employed full time outside of the home","6","Democrat","Liberal","4",0,"Most of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","C","M_Opp",1,3,4,"2","1","fund|core|check","fund|check|core","fund|core|check"
"640",0,"3","3",0,"5","5",0,"2","1","30","White","Male","2","Unemployed","3","Independent","Neither","3",0,"Some of the time","No","$40,000 to $59,999","High School / GED","Neither","Neither","P_Opp","M_Opp","P_Supp",2,1,4,"0","1","fund|check|core","fund|core|check","core|check|fund"
"641",0,"4","4",0,"5","5",1,"5","5","27","Asian","Male","5","Unemployed","5","Democrat","Liberal","2",1,"Only now and then","Yes","$80,000 to $99,999","Bachelor's degree","Strong","Very liberal","M_Supp","P_Supp","P_Supp",2,1,5,"1","1","check|core|fund","fund|check|core","check|core|fund"
