"","control","treatment1","treatment2","treatment3","treatment4","variance","levels","groups","sampled_numbers","repeats","diff","label"
"4890",2.97058823529412,3.13157894736842,2.82178217821782,3.01,2.88461538461538,1.99514987936041,5,5,495,100,0.3097967691506,"rand"
"4891",2.99019607843137,2.89473684210526,3.14851485148515,2.94,2.97435897435897,2.011998527788,5,5,495,100,0.253778009379885,"rand"
"4892",2.98039215686275,3.28070175438596,2.88118811881188,2.91,3.28205128205128,2.18837770416718,5,5,495,100,0.400863163239401,"rand"
"4893",3.12745098039216,2.84210526315789,3,3.14,2.93589743589744,2.01612890033943,5,5,495,100,0.297894736842105,"rand"
"4894",2.84313725490196,3.07894736842105,2.76237623762376,2.83,3,2.01082075818918,5,5,495,100,0.31657113079729,"rand"
"4895",2.82352941176471,3.00877192982456,3.02970297029703,3.1,3.11538461538462,1.92499897763056,5,5,495,100,0.291855203619909,"rand"
"4896",3.00980392156863,2.92982456140351,3.06930693069307,2.98,3,2.02022655706866,5,5,495,100,0.139482369289561,"rand"
"4897",2.90196078431373,2.98245614035088,2.99009900990099,3.06,3.06410256410256,2.06071238702818,5,5,495,100,0.162141779788839,"rand"
"4898",3.23529411764706,2.92982456140351,3.17821782178218,3.09,3.17948717948718,2.01707765918292,5,5,495,100,0.30546955624355,"rand"
"4899",2.90196078431373,3.03508771929825,3.12871287128713,3.06,2.66666666666667,2.10254774465301,5,5,495,100,0.462046204620462,"rand"
"4900",3.12745098039216,3.02631578947368,3.10891089108911,3.04,2.93589743589744,2.01342984500879,5,5,495,100,0.191553544494721,"rand"
"4901",3.08080808080808,2.91743119266055,2.95098039215686,2.9438202247191,2.91509433962264,1.93493635077793,5,5,505,100,0.165713741185439,"rand"
"4902",3.15151515151515,2.94495412844037,2.88235294117647,2.86516853932584,3.21698113207547,2.03943108596574,5,5,505,100,0.351812592749629,"rand"
"4903",2.93939393939394,2.96330275229358,2.96078431372549,3.07865168539326,3.0188679245283,1.92648907747918,5,5,505,100,0.139257745999319,"rand"
"4904",3.16161616161616,2.88073394495413,3.05882352941176,2.89887640449438,2.94339622641509,1.99192204934779,5,5,505,100,0.280882216662033,"rand"
"4905",2.74747474747475,3.07339449541284,3.2843137254902,2.84269662921348,2.9622641509434,2.04747760490335,5,5,505,100,0.536838978015449,"rand"
"4906",3,3.18348623853211,3,2.85393258426966,3.14150943396226,2.10920949237781,5,5,505,100,0.329553654262447,"rand"
"4907",3.05050505050505,3.15596330275229,2.93137254901961,2.95505617977528,2.88679245283019,2.01388495992456,5,5,505,100,0.269170849922105,"rand"
"4908",2.93939393939394,3.22935779816514,2.98039215686275,3.20224719101124,3.00943396226415,2.14570171302845,5,5,505,100,0.289963858771198,"rand"
"4909",2.96969696969697,2.93577981651376,2.8921568627451,2.53932584269663,3.12264150943396,1.90921735030646,5,5,505,100,0.583315666737333,"rand"
"4910",3.14141414141414,2.97247706422018,2.86274509803922,2.92134831460674,3.18867924528302,1.95595630991671,5,5,505,100,0.325934147243803,"rand"
"4911",2.96969696969697,3.11009174311927,2.88235294117647,3,2.99056603773585,1.92454031117397,5,5,505,100,0.227738801942795,"rand"
"4912",2.95959595959596,3.00917431192661,2.8921568627451,3.14606741573034,3.22641509433962,1.9046676096181,5,5,505,100,0.334258231594525,"rand"
"4913",2.98989898989899,2.88073394495413,3.01960784313725,3.01123595505618,2.99056603773585,1.86848184818482,5,5,505,100,0.138873898183126,"rand"
"4914",3.03030303030303,2.85321100917431,3.17647058823529,2.95505617977528,3.00943396226415,1.99601603017445,5,5,505,100,0.323259579060982,"rand"
"4915",2.91919191919192,3.07339449541284,2.8921568627451,2.8876404494382,3.09433962264151,2.01341348420556,5,5,505,100,0.206699173203307,"rand"
"4916",2.8989898989899,3.04587155963303,3.00980392156863,3.23595505617978,2.59433962264151,2.06877259154487,5,5,505,100,0.641615433538266,"rand"
"4917",3.14141414141414,2.95412844036697,2.96078431372549,2.84269662921348,2.76415094339623,1.83275970454188,5,5,505,100,0.377263198017915,"rand"
"4918",2.94949494949495,2.96330275229358,3.00980392156863,2.97752808988764,3.14150943396226,1.91061606160616,5,5,505,100,0.192014484467315,"rand"
"4919",2.91919191919192,3.18348623853211,2.83333333333333,3.03370786516854,2.99056603773585,1.97417098852742,5,5,505,100,0.350152905198776,"rand"
"4920",2.95959595959596,2.88073394495413,3.13725490196078,3.0561797752809,2.95283018867925,2.02972654408298,5,5,505,100,0.256520957006656,"rand"
"4921",2.96969696969697,3.18348623853211,2.86274509803922,3.19101123595506,3,1.84763476347635,5,5,505,100,0.32826613791584,"rand"
"4922",3.12121212121212,2.88990825688073,2.91176470588235,3,3.0377358490566,2.01379066478076,5,5,505,100,0.231303864331387,"rand"
"4923",3.04040404040404,2.97247706422018,3.33333333333333,2.89887640449438,2.9811320754717,2.09694326575515,5,5,505,100,0.434456928838951,"rand"
"4924",3.1010101010101,2.99082568807339,2.96078431372549,2.91011235955056,3.07547169811321,1.98601288700299,5,5,505,100,0.19089774145954,"rand"
"4925",3.11111111111111,2.99082568807339,2.96078431372549,2.74157303370787,3.11320754716981,2.08918749017759,5,5,505,100,0.371634513461946,"rand"
"4926",2.86868686868687,3.06422018348624,2.95098039215686,3.1123595505618,3.10377358490566,2.03135313531353,5,5,505,100,0.243672681874929,"rand"
"4927",2.95959595959596,2.94495412844037,2.73529411764706,2.85393258426966,3.0377358490566,2.05914662894861,5,5,505,100,0.302441731409545,"rand"
"4928",2.88888888888889,3.20183486238532,3.03921568627451,3.06741573033708,3.20754716981132,2.00662423385196,5,5,505,100,0.318658280922432,"rand"
"4929",2.97979797979798,3.11926605504587,3.04901960784314,2.9438202247191,2.75471698113208,2.03284614175703,5,5,505,100,0.364549073913796,"rand"
"4930",2.86868686868687,2.88990825688073,2.93137254901961,2.70786516853933,3.0377358490566,1.91711456859972,5,5,505,100,0.329870680517278,"rand"
"4931",3.12121212121212,2.94495412844037,2.96078431372549,3.04494382022472,2.90566037735849,1.9483498349835,5,5,505,100,0.215551743853631,"rand"
"4932",3.01010101010101,3.02752293577982,2.63725490196078,3.07865168539326,2.88679245283019,2.0538503850385,5,5,505,100,0.441396783432474,"rand"
"4933",2.97979797979798,3.01834862385321,3.16666666666667,3.06741573033708,3.13207547169811,2.10771648593431,5,5,505,100,0.186868686868687,"rand"
"4934",3.17171717171717,3.11009174311927,2.94117647058824,2.79775280898876,3.23584905660377,2.05995599559956,5,5,505,100,0.43809624761501,"rand"
"4935",2.84848484848485,3.22935779816514,3.20588235294118,3.0561797752809,2.93396226415094,1.94312431243124,5,5,505,100,0.380872949680289,"rand"
"4936",2.76767676767677,3,2.97058823529412,2.92134831460674,3.04716981132075,2.09612604117555,5,5,505,100,0.279493043643987,"rand"
"4937",3.09090909090909,2.6697247706422,2.86274509803922,2.85393258426966,3,1.85362250510765,5,5,505,100,0.421184320266889,"rand"
"4938",2.85858585858586,2.95412844036697,2.79411764705882,3.03370786516854,3.12264150943396,1.97392739273927,5,5,505,100,0.328523862375139,"rand"
"4939",2.75757575757576,2.76146788990826,2.94117647058824,2.74157303370787,3.21698113207547,2.00752003771806,5,5,505,100,0.475408098367606,"rand"
"4940",3.08080808080808,2.81651376146789,2.86274509803922,2.97752808988764,2.87735849056604,1.93982398239824,5,5,505,100,0.264294319340191,"rand"
"4941",2.96969696969697,3.21100917431193,2.84313725490196,3.0561797752809,2.78301886792453,1.9039918277542,5,5,505,100,0.427990306387398,"rand"
"4942",3.3030303030303,3.09174311926605,3.25490196078431,3.17977528089888,2.91509433962264,2.07628477133428,5,5,505,100,0.387935963407662,"rand"
"4943",2.73737373737374,3.11009174311927,2.99019607843137,3.10112359550562,3.12264150943396,2.00972811566871,5,5,505,100,0.385267772060225,"rand"
"4944",3.05050505050505,3.07339449541284,2.82352941176471,3.29213483146067,3.06603773584906,2.05644350149301,5,5,505,100,0.468605419695968,"rand"
"4945",3.31313131313131,3.03669724770642,3.07843137254902,3.08988764044944,3.16037735849057,1.98183246896118,5,5,505,100,0.276434065424891,"rand"
"4946",3.11111111111111,3.25688073394495,2.98039215686275,3.30337078651685,3,2.08311331133113,5,5,505,100,0.322978629654109,"rand"
"4947",3.04040404040404,2.94495412844037,2.87254901960784,2.70786516853933,3.10377358490566,2.17106710671067,5,5,505,100,0.395908416366334,"rand"
"4948",2.75757575757576,3.12844036697248,3.05882352941176,3.1123595505618,3.09433962264151,1.86010529624391,5,5,505,100,0.370864609396719,"rand"
"4949",3.02020202020202,3,3.06862745098039,2.87640449438202,2.86792452830189,2.07439101052962,5,5,505,100,0.200702922678506,"rand"
"4950",3.15151515151515,2.61467889908257,2.50980392156863,3.15730337078652,3.13207547169811,1.99651893760805,5,5,505,100,0.647499449217889,"rand"
"4951",2.83838383838384,3.22935779816514,3.06862745098039,3.12359550561798,2.93396226415094,2.02223793807952,5,5,505,100,0.3909739597813,"rand"
"4952",3.19191919191919,2.96330275229358,3,2.8876404494382,2.93396226415094,2.03966682382524,5,5,505,100,0.30427874248099,"rand"
"4953",2.97979797979798,2.96330275229358,3.2156862745098,3.14606741573034,3.10377358490566,2.0532374666038,5,5,505,100,0.252383522216226,"rand"
"4954",3.17171717171717,2.88990825688073,3.02941176470588,2.74157303370787,3.02830188679245,1.96371994342291,5,5,505,100,0.430144138009307,"rand"
"4955",2.82828282828283,2.90825688073395,2.98039215686275,3.10112359550562,3.00943396226415,2.0005657708628,5,5,505,100,0.27284076722279,"rand"
"4956",2.71717171717172,3.07339449541284,3.19607843137255,3.1123595505618,3.18867924528302,2.09170202734559,5,5,505,100,0.478906714200832,"rand"
"4957",2.81818181818182,2.65137614678899,2.72549019607843,2.8314606741573,3.16037735849057,1.92993085022788,5,5,505,100,0.509001211701575,"rand"
"4958",2.6969696969697,2.95412844036697,3.23529411764706,3.10112359550562,2.94339622641509,1.96403426056891,5,5,505,100,0.538324420677362,"rand"
"4959",2.8989898989899,2.92660550458716,3.07843137254902,2.93258426966292,2.86792452830189,2.00836869401226,5,5,505,100,0.210506844247133,"rand"
"4960",3.08080808080808,2.91743119266055,3.06862745098039,3.02247191011236,2.94339622641509,1.96823825239667,5,5,505,100,0.163376888147531,"rand"
"4961",3.09090909090909,3.1651376146789,2.99019607843137,3.06741573033708,3.18867924528302,1.9536617947509,5,5,505,100,0.198483166851646,"rand"
"4962",2.78787878787879,3.03669724770642,2.75490196078431,2.59550561797753,3.16981132075472,1.99776049033475,5,5,505,100,0.574305702777189,"rand"
"4963",2.92929292929293,2.90825688073395,3.08823529411765,2.73033707865169,2.85849056603774,1.82267012415527,5,5,505,100,0.357898215465962,"rand"
"4964",2.7979797979798,3.11009174311927,3.05882352941176,2.8876404494382,2.87735849056604,2.03524280999529,5,5,505,100,0.312111945139468,"rand"
"4965",3.15151515151515,2.97247706422018,3,2.79775280898876,2.83962264150943,1.9999057048562,5,5,505,100,0.353762342526387,"rand"
"4966",3.17171717171717,3.13761467889908,2.69607843137255,3,3.09433962264151,1.86658808738017,5,5,505,100,0.475638740344623,"rand"
"4967",2.76767676767677,2.87155963302752,2.79411764705882,3.29213483146067,2.84905660377358,2.09412226936979,5,5,505,100,0.524458063783906,"rand"
"4968",2.86868686868687,3.10091743119266,2.68627450980392,2.97752808988764,2.94339622641509,2.04465660851799,5,5,505,100,0.414642921388739,"rand"
"4969",3.04040404040404,2.92660550458716,2.95098039215686,2.82022471910112,2.97169811320755,2.08818953323904,5,5,505,100,0.220179321302917,"rand"
"4970",3.19191919191919,2.93577981651376,2.93137254901961,2.86516853932584,3.06603773584906,2.06349206349206,5,5,505,100,0.326750652593349,"rand"
"4971",3.18181818181818,2.8348623853211,3.07843137254902,2.64044943820225,2.94339622641509,1.82186075750432,5,5,505,100,0.541368743615934,"rand"
"4972",3.04040404040404,2.88990825688073,2.99019607843137,3.1123595505618,3.00943396226415,1.8531588873173,5,5,505,100,0.222451293681063,"rand"
"4973",2.88888888888889,3.04587155963303,2.99019607843137,2.89887640449438,2.72641509433962,2.10117083136885,5,5,505,100,0.319456465293405,"rand"
"4974",3.03030303030303,3.08256880733945,2.82352941176471,2.86516853932584,2.95283018867925,2.02768348263398,5,5,505,100,0.259039395574744,"rand"
"4975",3.21212121212121,2.64220183486239,2.98039215686275,2.8314606741573,2.9811320754717,2.01247839069621,5,5,505,100,0.569919377258826,"rand"
"4976",3.03030303030303,3.31192660550459,2.97058823529412,2.85393258426966,3.05660377358491,2.07451673738802,5,5,505,100,0.457994021234924,"rand"
"4977",2.95959595959596,3.11926605504587,3,2.82022471910112,2.83962264150943,1.93821310702499,5,5,505,100,0.299041335944748,"rand"
"4978",2.73737373737374,3.18348623853211,2.99019607843137,3.0561797752809,3,1.99601603017445,5,5,505,100,0.446112501158372,"rand"
"4979",2.86868686868687,3.03669724770642,2.96078431372549,3.13483146067416,2.83962264150943,2.01063177746346,5,5,505,100,0.295208819164723,"rand"
"4980",2.8989898989899,3,2.94117647058824,3.07865168539326,3.04716981132075,1.98803237466604,5,5,505,100,0.17966178640336,"rand"
"4981",3.09090909090909,3.22935779816514,3.01960784313725,3.26966292134831,2.9811320754717,1.97487820210592,5,5,505,100,0.288530845876617,"rand"
"4982",2.93939393939394,3.07339449541284,2.72549019607843,3.02247191011236,3.0188679245283,2.1449237780921,5,5,505,100,0.347904299334413,"rand"
"4983",3.08080808080808,3,3.12745098039216,3.30337078651685,2.73584905660377,1.91906333490492,5,5,505,100,0.56752172991308,"rand"
"4984",3.02020202020202,2.72477064220183,2.85294117647059,2.95505617977528,2.97169811320755,1.93065377966368,5,5,505,100,0.295431378000186,"rand"
"4985",3.02020202020202,2.97247706422018,3.08823529411765,3.14606741573034,3.05660377358491,2.08642149929279,5,5,505,100,0.173590351510154,"rand"
"4986",3.02020202020202,3.05504587155963,3.12745098039216,3.01123595505618,3,1.91476504793336,5,5,505,100,0.127450980392157,"rand"
"4987",3.01010101010101,3.08256880733945,2.69607843137255,2.93258426966292,3,1.88404054691183,5,5,505,100,0.386490375966901,"rand"
"4988",3,2.91743119266055,2.82352941176471,3.03370786516854,3.11320754716981,1.98356121326418,5,5,505,100,0.289678135405105,"rand"
"4989",2.94949494949495,2.78899082568807,3.1078431372549,2.86516853932584,2.97169811320755,2.02375451830897,5,5,505,100,0.318852311566828,"rand"
"4990",3.18181818181818,3.15596330275229,2.99019607843137,3.0561797752809,3.14150943396226,2.19489234637749,5,5,505,100,0.191622103386809,"rand"
"4991",3.08080808080808,2.77981651376147,3.05882352941176,2.98876404494382,3.16981132075472,1.96210906804966,5,5,505,100,0.389994806993249,"rand"
"4992",2.70707070707071,2.93577981651376,2.82352941176471,3.14606741573034,2.89622641509434,2.02905862014773,5,5,505,100,0.43899670865963,"rand"
"4993",3.02020202020202,3.12844036697248,3.09803921568627,2.91011235955056,2.73584905660377,1.94008329404369,5,5,505,100,0.392591310368704,"rand"
"4994",3.04040404040404,2.98165137614679,2.86274509803922,3,3.11320754716981,2.01190476190476,5,5,505,100,0.250462449130596,"rand"
"4995",3.12121212121212,3.01834862385321,2.99019607843137,3.12359550561798,2.86792452830189,2.05516265912305,5,5,505,100,0.255670977316091,"rand"
"4996",3.23232323232323,3.15596330275229,3,2.85393258426966,3.21698113207547,1.98224108125098,5,5,505,100,0.378390648053569,"rand"
"4997",2.97979797979798,2.78899082568807,3.08823529411765,3.08988764044944,3,2.13070092723558,5,5,505,100,0.300896814761365,"rand"
"4998",3.02020202020202,2.8256880733945,3.18627450980392,3.1685393258427,3.07547169811321,2.02333804809052,5,5,505,100,0.360586436409426,"rand"
"4999",2.88888888888889,2.92660550458716,2.87254901960784,2.75280898876404,2.89622641509434,1.86633663366337,5,5,505,100,0.173796515823111,"rand"
"5000",3.1010101010101,2.94495412844037,2.95098039215686,3.23595505617978,3.12264150943396,1.9461181832469,5,5,505,100,0.291000927739408,"rand"
"5001",2.94392523364486,3.02727272727273,2.98958333333333,2.91011235955056,2.92035398230089,1.9341316912848,5,5,515,100,0.117160367722166,"rand"
"5002",2.98130841121495,2.81818181818182,3,3.19101123595506,3.08849557522124,2.0018510823165,5,5,515,100,0.372829417773238,"rand"
"5003",2.97196261682243,3.01818181818182,3.29166666666667,2.82022471910112,2.84955752212389,1.94538929394432,5,5,515,100,0.471441947565543,"rand"
"5004",3.11214953271028,2.90909090909091,3.125,2.96629213483146,2.9646017699115,2.02121566997847,5,5,515,100,0.215909090909091,"rand"
"5005",2.93457943925234,2.76363636363636,3.09375,3,3.15044247787611,2.0367798723131,5,5,515,100,0.386806114239743,"rand"
"5006",3.02803738317757,2.86363636363636,3.23958333333333,3.01123595505618,3.07964601769911,2.09366476521476,5,5,515,100,0.37594696969697,"rand"
"5007",3.27102803738318,3.06363636363636,2.95833333333333,2.91011235955056,2.87610619469027,2.02296853160062,5,5,515,100,0.394921842692912,"rand"
"5008",3.06542056074766,2.90909090909091,3.0625,3.04494382022472,3.13274336283186,2.11101205092365,5,5,515,100,0.223652453740949,"rand"
"5009",2.89719626168224,2.99090909090909,2.95833333333333,2.91011235955056,2.8141592920354,1.9553851384534,5,5,515,100,0.176749798873693,"rand"
"5010",3.1214953271028,3,3.0625,2.91011235955056,2.94690265486726,1.95126742472895,5,5,515,100,0.211382967552242,"rand"
"5011",3.09345794392523,2.8,2.94791666666667,2.92134831460674,3.09734513274336,1.90013977560349,5,5,515,100,0.297345132743363,"rand"
"5012",3.02803738317757,3.15454545454545,3.17708333333333,2.95505617977528,3.0353982300885,1.90338861395489,5,5,515,100,0.222027153558053,"rand"
"5013",2.92523364485981,3.07272727272727,2.75,3.39325842696629,2.94690265486726,1.86177326130482,5,5,515,100,0.643258426966292,"rand"
"5014",2.94392523364486,2.89090909090909,2.97916666666667,3.06741573033708,2.92035398230089,2.03107551660307,5,5,515,100,0.176506639427988,"rand"
"5015",2.90654205607477,2.83636363636364,2.79166666666667,3.1123595505618,3.11504424778761,1.92176343923539,5,5,515,100,0.323377581120944,"rand"
"5016",2.94392523364486,3.01818181818182,3.01041666666667,2.98876404494382,2.90265486725664,2.14506441010918,5,5,515,100,0.115526950925181,"rand"
"5017",3.02803738317757,2.79090909090909,2.97916666666667,2.87640449438202,3.14159292035398,1.82964753881606,5,5,515,100,0.350683829444892,"rand"
"5018",2.91588785046729,2.97272727272727,2.80208333333333,2.8314606741573,3.13274336283186,1.9788598844018,5,5,515,100,0.330660029498525,"rand"
"5019",2.8785046728972,3.05454545454545,2.82291666666667,3.17977528089888,3.11504424778761,1.89679271655774,5,5,515,100,0.35685861423221,"rand"
"5020",3.00934579439252,2.99090909090909,3.07291666666667,2.93258426966292,3.13274336283186,1.96790449926334,5,5,515,100,0.200159093168937,"rand"
"5021",3.02803738317757,2.93636363636364,3.08333333333333,3.0561797752809,2.84955752212389,1.93750141664463,5,5,515,100,0.23377581120944,"rand"
"5022",3,3.02727272727273,3.0625,2.96629213483146,3.0353982300885,2.12024479619206,5,5,515,100,0.0962078651685392,"rand"
"5023",3.17757009345794,3.22727272727273,2.90625,3.02247191011236,2.92035398230089,2.0437308752975,5,5,515,100,0.321022727272727,"rand"
"5024",2.95327102803738,3.25454545454545,3.11458333333333,2.92134831460674,2.82300884955752,1.97063201239092,5,5,515,100,0.431536604987932,"rand"
"5025",3.14018691588785,2.90909090909091,3.01041666666667,2.80898876404494,3.02654867256637,2.04645083298704,5,5,515,100,0.331198151842906,"rand"
"5026",2.96261682242991,3.04545454545455,2.875,3.19101123595506,2.91150442477876,2.08943371991991,5,5,515,100,0.316011235955056,"rand"
"5027",2.92523364485981,2.84545454545455,3.0625,3.03370786516854,2.99115044247788,2.04754637150089,5,5,515,100,0.217045454545455,"rand"
"5028",3.11214953271028,2.95454545454545,3.03125,2.9438202247191,2.86725663716814,1.98405802576404,5,5,515,100,0.244892895542139,"rand"
"5029",3.13084112149533,2.94545454545455,2.98958333333333,2.89887640449438,3.02654867256637,1.98637754523819,5,5,515,100,0.231964717000945,"rand"
"5030",2.82242990654206,2.98181818181818,3,3.04494382022472,2.86725663716814,1.97667636281213,5,5,515,100,0.222513913682663,"rand"
"5031",3.05607476635514,2.66363636363636,2.96875,3.10112359550562,2.92035398230089,2.01508820973896,5,5,515,100,0.437487231869254,"rand"
"5032",3.07476635514019,3.15454545454545,2.92708333333333,2.71910112359551,3.10619469026549,2.0018510823165,5,5,515,100,0.435444330949949,"rand"
"5033",3.21495327102804,3.28181818181818,2.9375,3.1685393258427,3.0353982300885,2.12506516565298,5,5,515,100,0.344318181818182,"rand"
"5034",2.95327102803738,3.02727272727273,2.86458333333333,3.12359550561798,3.08849557522124,1.99208190094821,5,5,515,100,0.259012172284644,"rand"
"5035",3.11214953271028,3.10909090909091,3.11458333333333,2.69662921348315,2.92920353982301,2.03891050583658,5,5,515,100,0.417954119850187,"rand"
"5036",2.7196261682243,3.09090909090909,3.09375,2.95505617977528,2.78761061946903,1.91837860299951,5,5,515,100,0.374123831775701,"rand"
"5037",3.07476635514019,2.93636363636364,2.82291666666667,2.89887640449438,3,1.92565448981905,5,5,515,100,0.25184968847352,"rand"
"5038",3.07476635514019,2.79090909090909,2.97916666666667,3.13483146067416,2.67256637168142,1.98944505307695,5,5,515,100,0.462265088992741,"rand"
"5039",2.7196261682243,2.98181818181818,2.8125,2.8314606741573,2.87610619469027,2.02117033735031,5,5,515,100,0.262192013593883,"rand"
"5040",2.94392523364486,2.91818181818182,3.08333333333333,2.97752808988764,3,1.83432435495448,5,5,515,100,0.165151515151515,"rand"
"5041",3.14953271028037,3.24545454545455,3.13541666666667,3.03370786516854,2.93805309734513,2.08317026179593,5,5,515,100,0.307401448109413,"rand"
"5042",3.01869158878505,3.08181818181818,2.88541666666667,3.02247191011236,3.07079646017699,2.02296853160062,5,5,515,100,0.196401515151515,"rand"
"5043",3.28971962616822,3.10909090909091,3.10416666666667,2.84269662921348,3.0353982300885,2.07278153450946,5,5,515,100,0.447022996954741,"rand"
"5044",3.03738317757009,3.26363636363636,3.03125,3.1685393258427,2.95575221238938,1.96476899248234,5,5,515,100,0.307884151246983,"rand"
"5045",2.86915887850467,3.17272727272727,3.19791666666667,3.1123595505618,3.3716814159292,2.05600090665256,5,5,515,100,0.502522537424531,"rand"
"5046",2.94392523364486,2.83636363636364,2.8125,3.06741573033708,3.20353982300885,2.15305806354123,5,5,515,100,0.39103982300885,"rand"
"5047",2.79439252336449,3.01818181818182,3.02083333333333,3.07865168539326,3.11504424778761,1.89103547278153,5,5,515,100,0.320651724423124,"rand"
"5048",2.90654205607477,2.86363636363636,3.05208333333333,2.98876404494382,3.07079646017699,2.07134600128442,5,5,515,100,0.207160096540628,"rand"
"5049",2.86915887850467,2.91818181818182,2.82291666666667,2.85393258426966,3.01769911504425,2.01546598164029,5,5,515,100,0.194782448377581,"rand"
"5050",2.99065420560748,3.03636363636364,3.05208333333333,3.23595505617978,2.89380530973451,2.01252691624797,5,5,515,100,0.342149746445262,"rand"
"5051",2.75700934579439,2.91818181818182,3.21875,3.28089887640449,2.90265486725664,2.05058365758755,5,5,515,100,0.523889530610102,"rand"
"5052",3.14953271028037,2.93636363636364,3.13541666666667,2.96629213483146,3.25663716814159,2.04966189414831,5,5,515,100,0.320273531777957,"rand"
"5053",2.91588785046729,2.90909090909091,3.03125,2.8876404494382,2.99115044247788,1.94860791054361,5,5,515,100,0.143609550561798,"rand"
"5054",2.71028037383178,3.23636363636364,3.02083333333333,2.92134831460674,3.15044247787611,2.0367798723131,5,5,515,100,0.526083262531861,"rand"
"5055",2.81308411214953,3.06363636363636,2.85416666666667,3.06741573033708,3.15929203539823,2.08362358807752,5,5,515,100,0.346207923248697,"rand"
"5056",2.88785046728972,2.78181818181818,2.69791666666667,2.89887640449438,3.02654867256637,1.92453628499112,5,5,515,100,0.328632005899705,"rand"
"5057",2.96261682242991,3.17272727272727,2.96875,2.86516853932584,2.85840707964602,1.94066714517774,5,5,515,100,0.314320193081255,"rand"
"5058",2.92523364485981,3,3.10416666666667,2.95505617977528,2.97345132743363,2.00574213290016,5,5,515,100,0.178933021806853,"rand"
"5059",3.06542056074766,3.06363636363636,3.0625,2.84269662921348,3.06194690265487,1.98574288844396,5,5,515,100,0.22272393153418,"rand"
"5060",3.07476635514019,3.04545454545455,2.96875,3.03370786516854,3.01769911504425,1.98942238676287,5,5,515,100,0.106016355140187,"rand"
"5061",2.8785046728972,2.86363636363636,2.96875,2.59550561797753,2.91150442477876,1.94063692342564,5,5,515,100,0.373244382022472,"rand"
"5062",3.23364485981308,2.9,2.82291666666667,2.84269662921348,2.95575221238938,1.86587586415322,5,5,515,100,0.410728193146418,"rand"
"5063",3.00934579439252,3.08181818181818,3.02083333333333,3.03370786516854,2.98230088495575,2.05967284953345,5,5,515,100,0.0995172968624298,"rand"
"5064",2.86915887850467,3.04545454545455,2.71875,2.74157303370787,2.89380530973451,1.92842733557478,5,5,515,100,0.326704545454545,"rand"
"5065",3.14953271028037,3.09090909090909,2.8125,3.02247191011236,2.93805309734513,1.91630841298024,5,5,515,100,0.337032710280374,"rand"
"5066",2.8785046728972,2.81818181818182,2.98958333333333,3.21348314606742,2.76106194690265,2.11395867175399,5,5,515,100,0.452421199164761,"rand"
"5067",3.09345794392523,2.96363636363636,3.0625,2.67415730337079,2.84070796460177,2.07124778059008,5,5,515,100,0.419300640554447,"rand"
"5068",2.95327102803738,3.01818181818182,2.9375,3.12359550561798,2.83185840707965,2.05143742208455,5,5,515,100,0.291737098538332,"rand"
"5069",3,3.01818181818182,3.01041666666667,3.12359550561798,2.9646017699115,1.95292962109478,5,5,515,100,0.158993735706473,"rand"
"5070",2.94392523364486,2.8,2.96875,3,2.98230088495575,1.90444637527861,5,5,515,100,0.2,"rand"
"5071",2.66355140186916,3.12727272727273,3.08333333333333,2.98876404494382,2.91150442477876,1.89063503456613,5,5,515,100,0.463721325403569,"rand"
"5072",3,2.77272727272727,2.82291666666667,2.87640449438202,3.07079646017699,2.07989875713044,5,5,515,100,0.298069187449718,"rand"
"5073",2.72897196261682,3.10909090909091,3,2.85393258426966,2.73451327433628,2.03309281855616,5,5,515,100,0.380118946474087,"rand"
"5074",2.99065420560748,3.10909090909091,2.89583333333333,3.26966292134831,2.94690265486726,2.02781912281365,5,5,515,100,0.373829588014981,"rand"
"5075",3.02803738317757,3.14545454545455,2.85416666666667,3.03370786516854,3.09734513274336,1.99279966756073,5,5,515,100,0.291287878787879,"rand"
"5076",2.98130841121495,2.94545454545455,2.84375,2.9438202247191,3.1858407079646,2.00954251822749,5,5,515,100,0.342090707964602,"rand"
"5077",3.05607476635514,2.77272727272727,3.05208333333333,3.14606741573034,3,1.95135808998527,5,5,515,100,0.373340143003064,"rand"
"5078",3,2.9,2.8125,3,2.99115044247788,1.98103585055344,5,5,515,100,0.1875,"rand"
"5079",3.10280373831776,2.96363636363636,2.83333333333333,3.26966292134831,2.91150442477876,2.01352423406747,5,5,515,100,0.436329588014981,"rand"
"5080",2.99065420560748,3.05454545454545,3.1875,3.0561797752809,3.04424778761062,2.15736466321635,5,5,515,100,0.196845794392523,"rand"
"5081",3.07476635514019,3.01818181818182,3.29166666666667,2.97752808988764,3.00884955752212,1.87226020928563,5,5,515,100,0.314138576779026,"rand"
"5082",2.97196261682243,2.85454545454545,3.07291666666667,2.9438202247191,2.75221238938053,1.97484039137169,5,5,515,100,0.320704277286135,"rand"
"5083",2.93457943925234,2.98181818181818,3.05208333333333,2.8876404494382,3.05309734513274,2.00754032715047,5,5,515,100,0.165456895694541,"rand"
"5084",3.13084112149533,3.15454545454545,2.89583333333333,3.03370786516854,3.05309734513274,1.96936269880246,5,5,515,100,0.258712121212121,"rand"
"5085",2.80373831775701,3.10909090909091,3.01041666666667,3.14606741573034,2.8141592920354,1.94844924634506,5,5,515,100,0.342329097973328,"rand"
